Thinking,Moves,Feature locations,Request Time, Request / Prompt Tokens, response Time, Response Tokens, Latency(milliseconds),Total Tokens,Score_in_every_run
" ""Economy-first scaling. Prioritize stable harvesting, worker continuity, and disciplined setup before large commitments."", \n","""moves"": [\n    {""raw_move"": ""(2, 1): base idle()"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""idle""},\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""}, \n    {""raw_move"": ""(1, 0): worker harvest((0, 0), (2, 1))"", ""unit_position"": [1, 0], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 2): idle()"", ""unit_position"": [2, 2], ""unit_type"": ""worker"", ""action_type"": ""idle""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:45:53.878654771Z,0,2026-04-12T07:45:58.590729802Z,0,4712,0,""
" ""Harvest resources and expand base"", ","""moves"": [ {""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"", ""unit_position"": [2, 2], ""unit_type"": ""worker"", ""action_type"": ""harvest""}, {""raw_move"": ""(0, 1): worker move((2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""move""} ] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:45:58.604575294Z,0,2026-04-12T07:46:01.228398225Z,0,2624,0,""
" ""Economy-first scaling. Prioritize stable harvesting, worker continuity, and disciplined setup before large commitments."", \n","""moves"": [\n    {\n        ""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"",\n        ""unit_position"": [2, 2],\n        ""unit_type"": ""worker"",\n        ""action_type"": ""harvest""\n    },\n    {\n        ""raw_move"": ""(0, 1): worker move((7, 7))"",\n        ""unit_position"": [0, 1],\n        ""unit_type"": ""worker"",\n        ""action_type"": ""move""\n    },\n    {\n        ""raw_move"": ""(2, 2): base train(worker)"",\n        ""unit_position"": [2, 2],\n        ""unit_type"": ""base"",\n        ""action_type"": ""train""\n    }\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:01.235333527Z,0,2026-04-12T07:46:05.391855979Z,0,4156,0,""
" ""Economy-first scaling. Prioritize stable harvesting, worker continuity, and disciplined setup before large commitments."", \n","""moves"": [\n    {""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"", ""unit_position"": [2, 2], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(5, 6): enemy worker attack((2, 1))"", ""unit_position"": [5, 6], ""unit_type"": ""enemy_worker"", ""action_type"": ""attack""}, \n    {""raw_move"": ""(0, 1): ally worker attack((6, 6))"", ""unit_position"": [0, 1], ""unit_type"": ""ally_worker"", ""action_type"": ""attack""},\n    {""raw_move"": ""(2, 1): base train(light)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:05.398105681Z,0,2026-04-12T07:46:10.103580968Z,0,4705,0,""
" ""Continue harvesting and protect the base."", \n","""moves"": [\n    {\n      ""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"", \n      ""unit_position"": [2, 2], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(2, 2): worker attack((5, 6))"", \n      ""unit_position"": [2, 2], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""attack""\n    }\n  ]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:10.110947168Z,0,2026-04-12T07:46:13.186681475Z,0,3076,0,""
" ""Continuing our economy-first scaling strategy, we'll prioritize harvesting and worker continuity."", ","""moves"": [\n  {""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"", ""unit_position"": [2, 2], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n  {""raw_move"": ""(0, 1): worker move((5, 6))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""move""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:13.193468878Z,0,2026-04-12T07:46:15.965961731Z,0,2772,0,""
" ""Maintain economic stability and continue harvesting, then transition into mid-game by training a meaningful army."", \n","""moves"": [\n    {""raw_move"": ""(2, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [2, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(6, 6): enemy_worker attack((2, 2))"", ""unit_position"": [6, 6], ""unit_type"": ""enemy_worker"", ""action_type"": ""attack""}\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=17}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:15.972577530Z,0,2026-04-12T07:46:18.858744604Z,0,2886,0,""
" ""Early game strategy: focus on harvesting resources and setting up the economy."", ","""moves"": [\n    {\n      ""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [2, 2],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(6, 6): worker move((2, 1))"",\n      ""unit_position"": [6, 6],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:46:18.864818903Z,0,2026-04-12T07:46:21.890378335Z,0,3026,0,""
" ""Economy-first scaling. Prioritize stable harvesting and worker continuity."", \n","""moves"": [\n  {""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"", ""unit_position"": [2, 2], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n  {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n  {""raw_move"": ""(1, 1): worker move((3, 3))"", ""unit_position"": [1, 1], ""unit_type"": ""worker"", ""action_type"": ""move""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:21.899303939Z,0,2026-04-12T07:46:25.690393943Z,0,3791,0,""
" ""Economy-first scaling. Prioritize stable harvesting and worker continuity."", \n","""moves"": [\n    {""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [2, 2], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""harvest""}, \n    {""raw_move"": ""(6, 6): worker attack((5, 6))"", \n     ""unit_position"": [6, 6], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""attack""}\n] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:25.697589039Z,0,2026-04-12T07:46:28.806191446Z,0,3109,0,""
" ""Focus on stable harvesting and worker continuity."", \n","""moves"": [\n    {""raw_move"": ""(2, 1): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [2, 2], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(6, 6): worker move((2, 2))"", ""unit_position"": [6, 6], \n     ""unit_type"": ""worker"", ""action_type"": ""move""}\n] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:28.812795048Z,0,2026-04-12T07:46:31.667222740Z,0,2855,0,""
" ""Early game harvest and structure setup. Protect base and workers."", \n","""moves"": [\n    {""raw_move"": ""(2, 2): worker idle()"", \n     ""unit_position"": [2, 2], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""idle""},\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [0, 1], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""harvest""},\n    {""raw_move"": ""(1, 1): worker move((3, 3))"", \n     ""unit_position"": [1, 1], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""move""},\n    {""raw_move"": ""(2, 1): base train(worker)"", \n     ""unit_position"": [2, 1], \n     ""unit_type"": ""base"", \n     ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:31.674984431Z,0,2026-04-12T07:46:36.499279311Z,0,4825,0,""
" ""Establish economic lead and secure production before committing to large-scale battles. Harvesting priority is still high."", ","""moves"": [\n    {""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"", ""unit_position"": [2, 2], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(1, 1): worker move((0, 0))"", ""unit_position"": [1, 1], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(2, 1): base train(worker)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:36.506299313Z,0,2026-04-12T07:46:40.201035940Z,0,3695,0,""
" ""Early game, prioritize harvesting and worker continuity. Train units when barracks is built."", ","""moves"": [\n    {""raw_move"": ""(2, 1): base train(worker)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""},\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [1, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:40.208101537Z,0,2026-04-12T07:46:44.011819914Z,0,3803,0,""
" ""Prioritize harvesting and worker continuity in early game. Build barracks at 5 resources."", \n","""moves"": [\n    {""raw_move"": ""(2, 2): worker move((7, 7))"", ""unit_position"": [2, 2], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(1, 1): worker move((7, 7))"", ""unit_position"": [1, 1], ""unit_type"": ""worker"", ""action_type"": ""move""},\n    {""raw_move"": ""(0, 0): base train(worker)"", ""unit_position"": [0, 0], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:44.018713615Z,0,2026-04-12T07:46:48.541122196Z,0,4523,0,""
" ""Economy-first scaling. Prioritize stable harvesting and worker continuity."", \n","""moves"": [\n    {""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"", ""unit_position"": [2, 2], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(0, 1): worker harvest((7, 7), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(1, 1): worker move((2, 2))"", ""unit_position"": [1, 1], ""unit_type"": ""worker"", ""action_type"": ""move""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:48.549030397Z,0,2026-04-12T07:46:52.348774671Z,0,3799,0,""
" ""Establishing early game economy and worker continuity"", \n","""moves"": [\n    {""raw_move"": ""(2, 2): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [2, 2], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""harvest""},\n    \n    {""raw_move"": ""(2, 2): base train(worker)"", \n     ""unit_position"": [2, 2], \n     ""unit_type"": ""base"", \n     ""action_type"": ""train""},\n    \n    {""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [1, 1], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""harvest""},\n    \n    {""raw_move"": ""(5, 6): worker idle()"", \n     ""unit_position"": [5, 6], \n     ""unit_type"": ""enemy_worker"", \n     ""action_type"": ""idle""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(2, 2) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:46:52.357833873Z,0,2026-04-12T07:46:57.382190893Z,0,5025,0,""
" ""Early game continuation: Focus on harvesting and worker continuity."", \n","""moves"": [\n    {""raw_move"": ""(3, 2): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [3, 2], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(0, 1): worker harvest((7, 7), (5, 6))"", \n     ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(3, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:46:57.390401132Z,0,2026-04-12T07:47:00.327789828Z,0,2937,0,""
" ""Continue stable harvesting and worker continuity."", \n","""moves"": [\n    {\n        ""raw_move"": ""(1, 0): worker harvest((0, 0), (2, 1))"", \n        ""unit_position"": [1, 0], \n        ""unit_type"": ""worker"", \n        ""action_type"": ""harvest""\n    },\n    {\n        ""raw_move"": ""(3, 2): worker move((2, 1))"", \n        ""unit_position"": [3, 2], \n        ""unit_type"": ""worker"", \n        ""action_type"": ""move""\n    }\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(3, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}""]",2026-04-12T07:47:00.339934551Z,0,2026-04-12T07:47:03.433036884Z,0,3094,0,""
" ""Focus on harvesting and worker continuity"", \n","""moves"": [\n    {""raw_move"": ""(3, 2): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [3, 2], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""harvest""}, \n\n    {""raw_move"": ""(6, 6): worker move((5, 6))"", \n     ""unit_position"": [6, 6], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""move""}\n] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(3, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}""]",2026-04-12T07:47:03.439961453Z,0,2026-04-12T07:47:06.386105113Z,0,2947,0,""
" ""Economy-first strategy"", \n","""moves"": [\n    {\n        ""raw_move"": ""(6, 6): worker attack((5, 6))"",\n        ""unit_position"": [6, 6],\n        ""unit_type"": ""worker"",\n        ""action_type"": ""attack""\n    },\n    {\n        ""raw_move"": ""(3, 2): worker harvest((0, 1), (2, 1))"",\n        ""unit_position"": [3, 2],\n        ""unit_type"": ""worker"",\n        ""action_type"": ""harvest""\n    }\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(3, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}""]",2026-04-12T07:47:06.393164660Z,0,2026-04-12T07:47:09.280338797Z,0,2887,0,""
" ""Economy-first strategy. Prioritize resource gathering and unit production."", \n","""moves"": [\n    {\n      ""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", \n      ""unit_position"": [0, 1], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(3, 2): worker move((5, 6))"", \n      ""unit_position"": [3, 2], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""move""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=16}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=6, current_action=\""producing unit at (0,0)\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=6, current_action=\""idling\"", HP=10}"", ""(3, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""harvesting from (0,0)\"", HP=1}""]",2026-04-12T07:47:09.287084627Z,0,2026-04-12T07:47:12.441096508Z,0,3154,0,""
